1,2,-10,1600000000.0
1,3,10,1600000001.0
1,8,10,1600000002.0
1,9,10,1600000003.0
1,10,10,1600000004.0
1,15,10,1600000005.0
1,22,10,1600000006.0
1,23,10,1600000007.0
1,33,-10,1600000008.0
1,99,-10,1600000009.0
1,110,10,1600000010.0
1,139,10,1600000011.0
1,141,10,1600000012.0
1,148,10,1600000013.0
1,199,10,1600000014.0
1,244,10,1600000015.0
1,288,-10,1600000016.0
1,330,10,1600000017.0
1,409,10,1600000018.0
1,450,10,1600000019.0
1,523,10,1600000020.0
1,549,-10,1600000021.0
1,552,10,1600000022.0
1,654,10,1600000023.0
1,684,10,1600000024.0
1,702,10,1600000025.0
1,767,10,1600000026.0
1,785,10,1600000027.0
1,799,10,1600000028.0
1,924,-10,1600000029.0
1,953,10,1600000030.0
1,1017,-10,1600000031.0
1,1040,10,1600000032.0
1,1066,10,1600000033.0
1,1158,-10,1600000034.0
1,1404,10,1600000035.0
1,1573,10,1600000036.0
1,1885,10,1600000037.0
1,1984,10,1600000038.0
1,2171,10,1600000039.0
1,2238,10,1600000040.0
1,2366,10,1600000041.0
1,2393,10,1600000042.0
1,2611,10,1600000043.0
1,2690,10,1600000044.0
1,2739,-10,1600000045.0
1,2745,10,1600000046.0
1,2814,10,1600000047.0
1,2932,-10,1600000048.0
1,2976,10,1600000049.0
1,3032,10,1600000050.0
1,3474,10,1600000051.0
1,3613,10,1600000052.0
1,3992,10,1600000053.0
1,4326,10,1600000054.0
1,4455,10,1600000055.0
1,4895,10,1600000056.0
2,1,10,1600000057.0
2,3,10,1600000058.0
2,4,-10,1600000059.0
2,5,10,1600000060.0
2,6,10,1600000061.0
2,7,10,1600000062.0
2,8,-10,1600000063.0
2,9,10,1600000064.0
2,10,10,1600000065.0
2,13,-10,1600000066.0
2,14,10,1600000067.0
2,16,10,1600000068.0
2,17,10,1600000069.0
2,22,-10,1600000070.0
2,24,10,1600000071.0
2,27,10,1600000072.0
2,31,10,1600000073.0
2,33,-10,1600000074.0
2,34,-10,1600000075.0
2,36,10,1600000076.0
2,39,10,1600000077.0
2,44,10,1600000078.0
2,45,10,1600000079.0
2,48,10,1600000080.0
2,52,10,1600000081.0
2,56,10,1600000082.0
2,57,10,1600000083.0
2,63,-10,1600000084.0
2,69,10,1600000085.0
2,71,10,1600000086.0
2,83,10,1600000087.0
2,84,10,1600000088.0
2,91,10,1600000089.0
2,97,10,1600000090.0
2,123,10,1600000091.0
2,135,10,1600000092.0
2,147,10,1600000093.0
2,153,-10,1600000094.0
2,155,10,1600000095.0
2,167,10,1600000096.0
2,174,10,1600000097.0
2,200,10,1600000098.0
2,203,10,1600000099.0
2,216,10,1600000100.0
2,223,10,1600000101.0
2,228,10,1600000102.0
2,250,10,1600000103.0
2,253,10,1600000104.0
2,262,10,1600000105.0
2,268,10,1600000106.0
2,283,10,1600000107.0
2,295,10,1600000108.0
2,319,10,1600000109.0
2,320,10,1600000110.0
2,327,10,1600000111.0
2,330,10,1600000112.0
2,337,-10,1600000113.0
2,359,10,1600000114.0
2,365,10,1600000115.0
2,373,-10,1600000116.0
2,381,10,1600000117.0
2,403,10,1600000118.0
2,406,-10,1600000119.0
2,429,10,1600000120.0
2,443,10,1600000121.0
2,449,-10,1600000122.0
2,478,10,1600000123.0
2,482,10,1600000124.0
2,492,10,1600000125.0
2,499,10,1600000126.0
2,506,10,1600000127.0
2,521,10,1600000128.0
2,556,10,1600000129.0
2,597,10,1600000130.0
2,601,-10,1600000131.0
2,606,-10,1600000132.0
2,628,10,1600000133.0
2,654,10,1600000134.0
2,661,-10,1600000135.0
2,680,10,1600000136.0
2,682,10,1600000137.0
2,727,-10,1600000138.0
2,732,10,1600000139.0
2,773,10,1600000140.0
2,782,10,1600000141.0
2,791,-10,1600000142.0
2,812,10,1600000143.0
2,841,10,1600000144.0
2,842,10,1600000145.0
2,863,10,1600000146.0
2,867,10,1600000147.0
2,870,10,1600000148.0
2,884,10,1600000149.0
2,889,10,1600000150.0
2,906,-10,1600000151.0
2,909,10,1600000152.0
2,914,-10,1600000153.0
2,940,10,1600000154.0
2,958,-10,1600000155.0
2,959,10,1600000156.0
2,987,10,1600000157.0
2,1000,-10,1600000158.0
2,1002,-10,1600000159.0
2,1073,-10,1600000160.0
2,1087,-10,1600000161.0
2,1101,10,1600000162.0
